time,showId,movieId,date,theaterId,price,auditorium
11:30a,497026327,238655,2025-05-23,AAQIQ,11.40,10
12:30p,497026322,238655,2025-05-23,AAQIQ,11.40,5
4:15p,497026324,238655,2025-05-23,AAQIQ,15.35,7
7:00p,497026325,238655,2025-05-23,AAQIQ,15.35,10
8:00p,497026323,238655,2025-05-23,AAQIQ,15.35,7
3:15p,497026326,238655,2025-05-23,AAQIQ,11.40,10
9:15p,497026328,238655,2025-05-23,AAQIQ,19.74,16
7:00p,493357238,239571,2025-05-23,AAQIQ,14.26,4
1:00p,493357239,239571,2025-05-23,AAQIQ,10.63,7
10:30p,497890565,239402,2025-05-23,AAQIQ,15.35,8
3:00p,498166503,238603,2025-05-23,AAQIT,14.57,2
5:45p,498166501,238603,2025-05-23,AAQIT,18.22,2
8:30p,498166502,238603,2025-05-23,AAQIT,18.22,2
12:15p,499705827,238603,2025-05-23,AAQIT,10.71,2
1:00p,498166507,238603,2025-05-23,AAQIT,10.71,3
2:00p,498166510,238603,2025-05-23,AAQIT,10.71,4
3:45p,498166504,238603,2025-05-23,AAQIT,10.71,3
4:45p,498166508,238603,2025-05-23,AAQIT,14.35,4
6:30p,498166505,238603,2025-05-23,AAQIT,14.35,3
7:30p,498166509,238603,2025-05-23,AAQIT,14.35,4
9:15p,498166506,238603,2025-05-23,AAQIT,14.35,3
10:10p,499705828,238603,2025-05-23,AAQIT,14.35,4
10:00p,496929166,238655,2025-05-23,AAQIT,14.35,5
2:35p,496929168,238655,2025-05-23,AAQIT,10.71,5
6:15p,496929167,238655,2025-05-23,AAQIT,14.35,5
7:10p,497685665,239402,2025-05-23,AAQIT,14.35,7
9:50p,497685666,239402,2025-05-23,AAQIT,14.35,7
7:45p,497949579,238603,2025-05-23,AAQIR,20.84,11
9:30p,497949574,238603,2025-05-23,AAQIR,20.84,7
10:45a,497949582,238603,2025-05-23,AAQIR,16.67,11
1:45p,497949581,238603,2025-05-23,AAQIR,16.67,11
4:45p,497949580,238603,2025-05-23,AAQIR,20.84,11
12:45p,497949570,238603,2025-05-23,AAQIR,18.32,5
6:30p,497949572,238603,2025-05-23,AAQIR,22.49,5
2:00p,496789990,238655,2025-05-23,AAQIR,17.22,12
6:00p,496789991,238655,2025-05-23,AAQIR,21.39,12
10:00p,496789992,238655,2025-05-23,AAQIR,21.39,12
7:00p,496789985,238655,2025-05-23,AAQIR,16.45,1
11:00a,496789987,238655,2025-05-23,AAQIR,12.28,1
3:00p,496789986,238655,2025-05-23,AAQIR,12.28,1
9:15p,496789988,238655,2025-05-23,AAQIR,22.49,5
1:00p,493666694,239571,2025-05-23,AAQIR,11.07,3
7:15p,493666695,239571,2025-05-23,AAQIR,14.81,3
6:45p,497176518,239402,2025-05-23,AAQIR,16.45,7
10:15p,497176517,239402,2025-05-23,AAQIR,16.45,3
10:00a,497987578,238603,2025-05-23,AAPNV,16.69,5
12:45p,497987579,238603,2025-05-23,AAPNV,16.69,5
6:15p,497987581,238603,2025-05-23,AAPNV,20.99,5
11:00a,497987592,238603,2025-05-23,AAPNV,12.69,17
11:30a,497987587,238603,2025-05-23,AAPNV,12.69,10
1:45p,497987593,238603,2025-05-23,AAPNV,12.69,17
2:15p,497987586,238603,2025-05-23,AAPNV,12.69,10
4:30p,497987594,238603,2025-05-23,AAPNV,16.99,17
5:00p,497987585,238603,2025-05-23,AAPNV,16.99,10
7:15p,497987595,238603,2025-05-23,AAPNV,16.99,17
7:45p,497987584,238603,2025-05-23,AAPNV,16.99,10
10:00p,497987596,238603,2025-05-23,AAPNV,16.99,17
10:30p,497987583,238603,2025-05-23,AAPNV,16.99,10
10:30a,497987591,238603,2025-05-23,AAPNV,18.19,14
1:15p,497987590,238603,2025-05-23,AAPNV,18.19,14
4:00p,497987589,238603,2025-05-23,AAPNV,22.49,14
6:45p,497987588,238603,2025-05-23,AAPNV,22.49,14
2:45p,497987597,238603,2025-05-23,AAPNV,12.69,19
8:15p,497987598,238603,2025-05-23,AAPNV,16.99,19
5:30p,497987599,238603,2025-05-23,AAPNV,16.99,19
12:00p,497987600,238603,2025-05-23,AAPNV,12.69,19
10:00a,496808044,238655,2025-05-23,AAPNV,18.19,2
2:00p,496808045,238655,2025-05-23,AAPNV,18.19,2
6:00p,496808046,238655,2025-05-23,AAPNV,22.49,2
10:00p,496808047,238655,2025-05-23,AAPNV,22.49,2
4:30p,496808048,238655,2025-05-23,AAPNV,16.99,4
11:00a,496808054,238655,2025-05-23,AAPNV,12.69,16
12:00p,496808051,238655,2025-05-23,AAPNV,12.69,11
1:00p,496808057,238655,2025-05-23,AAPNV,12.69,18
3:00p,496808055,238655,2025-05-23,AAPNV,12.69,16
4:00p,496808050,238655,2025-05-23,AAPNV,16.99,11
5:00p,496808058,238655,2025-05-23,AAPNV,16.99,18
7:00p,496808056,238655,2025-05-23,AAPNV,16.99,16
8:00p,496808049,238655,2025-05-23,AAPNV,16.99,11
9:00p,496808059,238655,2025-05-23,AAPNV,16.99,18
10:45p,496808053,238655,2025-05-23,AAPNV,16.99,16
9:30p,496808052,238655,2025-05-23,AAPNV,22.49,14
4:00p,492715099,239571,2025-05-23,AAPNV,15.49,9
7:00p,492715098,239571,2025-05-23,AAPNV,15.49,9
7:45p,497818963,239402,2025-05-23,AAPNV,16.99,13
10:30p,497818962,239402,2025-05-23,AAPNV,16.99,13
12:45p,498169673,238603,2025-05-23,AAYQS,16.69,2
3:30p,498169674,238603,2025-05-23,AAYQS,16.69,2
6:15p,498169675,238603,2025-05-23,AAYQS,20.99,2
9:00p,498169676,238603,2025-05-23,AAYQS,20.99,2
11:15a,498169683,238603,2025-05-23,AAYQS,12.69,12
12:00p,498169679,238603,2025-05-23,AAYQS,12.69,6
2:00p,498169684,238603,2025-05-23,AAYQS,12.69,12
2:45p,498169678,238603,2025-05-23,AAYQS,12.69,6
4:45p,498169685,238603,2025-05-23,AAYQS,16.99,12
5:30p,498169680,238603,2025-05-23,AAYQS,16.99,6
7:00p,498169681,238603,2025-05-23,AAYQS,16.99,9
8:15p,498169677,238603,2025-05-23,AAYQS,16.99,6
9:45p,498169682,238603,2025-05-23,AAYQS,16.99,9
11:30a,496811812,238655,2025-05-23,AAYQS,12.69,9
3:15p,496811815,238655,2025-05-23,AAYQS,12.69,9
6:00p,496811813,238655,2025-05-23,AAYQS,16.99,10
7:00p,496811810,238655,2025-05-23,AAYQS,16.99,4
9:45p,496811814,238655,2025-05-23,AAYQS,16.99,10
1:45p,497894021,239402,2025-05-23,AAYQS,12.69,3
4:30p,497894022,239402,2025-05-23,AAYQS,16.99,3
