time,showId,movieId,date,theaterId,price,auditorium
4:10p,496798341,238655,2025-05-23,AABZU,18.47,2
7:00p,496798340,238655,2025-05-23,AABZU,18.47,1
10:00p,496798344,238655,2025-05-23,AABZU,18.47,3
8:00p,497975228,239402,2025-05-23,AABZU,18.47,2
7:20p,497975229,239402,2025-05-23,AABZU,18.47,9
12:15p,498083513,238603,2025-05-23,AAXRO,13.43,12
2:00p,498083517,238603,2025-05-23,AAXRO,13.43,13
2:45p,498083512,238603,2025-05-23,AAXRO,13.43,12
4:30p,498083516,238603,2025-05-23,AAXRO,17.91,13
5:15p,498083511,238603,2025-05-23,AAXRO,17.91,12
7:00p,498083515,238603,2025-05-23,AAXRO,17.91,13
7:45p,498083510,238603,2025-05-23,AAXRO,17.91,12
9:30p,498083514,238603,2025-05-23,AAXRO,17.91,13
1:00p,498083521,238603,2025-05-23,AAXRO,13.43,14
3:30p,498083520,238603,2025-05-23,AAXRO,13.43,14
6:00p,498083518,238603,2025-05-23,AAXRO,17.91,14
8:30p,498083519,238603,2025-05-23,AAXRO,17.91,14
11:30a,496804950,238655,2025-05-23,AAXRO,13.43,6
12:30p,496804953,238655,2025-05-23,AAXRO,13.43,5
3:00p,496804949,238655,2025-05-23,AAXRO,13.43,6
4:00p,496804952,238655,2025-05-23,AAXRO,17.91,5
6:30p,496804947,238655,2025-05-23,AAXRO,17.91,6
7:30p,496804951,238655,2025-05-23,AAXRO,17.91,5
10:00p,496804948,238655,2025-05-23,AAXRO,17.91,6
3:15p,493079520,239571,2025-05-23,AAXRO,12.20,11
6:00p,493079519,239571,2025-05-23,AAXRO,16.23,11
7:00p,497303387,239402,2025-05-23,AAXRO,17.91,4
9:30p,497303386,239402,2025-05-23,AAXRO,17.91,4
8:00p,498104883,238603,2025-05-23,AAQOW,26.87,12
1:35p,498104884,238603,2025-05-23,AAQOW,22.05,12
4:15p,498163565,238603,2025-05-23,AAQOW,23.51,7
7:00p,498163571,238603,2025-05-23,AAQOW,23.51,21
9:30p,498163572,238603,2025-05-23,AAQOW,23.51,21
10:00a,498104878,238603,2025-05-23,AAQOW,14.21,4
11:15a,498163566,238603,2025-05-23,AAQOW,14.21,13
12:15p,498104882,238603,2025-05-23,AAQOW,14.21,11
12:45p,498104877,238603,2025-05-23,AAQOW,14.21,4
2:00p,498163567,238603,2025-05-23,AAQOW,14.21,13
3:00p,498104881,238603,2025-05-23,AAQOW,14.21,11
5:00p,498163568,238603,2025-05-23,AAQOW,19.03,13
6:00p,498163569,238603,2025-05-23,AAQOW,19.03,16
3:40p,498104879,238603,2025-05-23,AAQOW,20.93,10
10:30p,498104880,238603,2025-05-23,AAQOW,25.75,10
9:00p,498163570,238603,2025-05-23,AAQOW,19.03,16
10:00p,498217075,238603,2025-05-23,AAQOW,19.03,2
7:30p,498217076,238603,2025-05-23,AAQOW,19.03,5
1:00p,496801990,238655,2025-05-23,AAQOW,14.21,16
3:30p,496801983,238655,2025-05-23,AAQOW,14.21,4
6:00p,496801991,238655,2025-05-23,AAQOW,19.03,20
7:15p,496801982,238655,2025-05-23,AAQOW,19.03,4
11:00a,496801984,238655,2025-05-23,AAQOW,14.21,5
10:15p,496801985,238655,2025-05-23,AAQOW,19.03,9
12:00p,496801986,238655,2025-05-23,AAQOW,20.93,10
10:00a,496801987,238655,2025-05-23,AAQOW,19.81,12
4:15p,496801989,238655,2025-05-23,AAQOW,24.63,12
10:50p,496801988,238655,2025-05-23,AAQOW,24.63,12
2:15p,496801992,238655,2025-05-23,AAQOW,14.21,20
9:40p,496801993,238655,2025-05-23,AAQOW,19.03,20
1:40p,493057109,239571,2025-05-23,AAQOW,12.98,15
7:50p,496810356,239571,2025-05-23,AAQOW,17.35,18
9:45p,499829648,239069,2025-05-23,AAQOW,17.35,14
12:20p,499829652,239069,2025-05-23,AAQOW,12.98,17
2:45p,499829651,239069,2025-05-23,AAQOW,12.98,17
5:15p,499829650,239069,2025-05-23,AAQOW,17.35,17
7:45p,499829649,239069,2025-05-23,AAQOW,17.35,17
7:00p,491654125,177659,2025-05-23,AAQOW,14.00,7
1:15p,498104958,238603,2025-05-23,AAVNK,18.24,14
1:45p,498104945,238603,2025-05-23,AAVNK,18.24,5
2:15p,498104953,238603,2025-05-23,AAVNK,18.24,9
4:00p,498104950,238603,2025-05-23,AAVNK,22.95,7
4:30p,498104944,238603,2025-05-23,AAVNK,22.95,5
7:15p,498104943,238603,2025-05-23,AAVNK,22.95,5
7:45p,498104954,238603,2025-05-23,AAVNK,22.95,9
8:15p,498104959,238603,2025-05-23,AAVNK,22.95,14
10:00p,498104946,238603,2025-05-23,AAVNK,22.95,5
10:30p,498104951,238603,2025-05-23,AAVNK,22.95,9
3:00p,498104949,238603,2025-05-23,AAVNK,13.76,6
3:30p,498104961,238603,2025-05-23,AAVNK,13.76,16
