X,time,showId,movieId,date,theaterId,price,auditorium
63871,9:10p,499504562,237177,2025-05-16,AAPZR, 7.00,1
63872,3:20p,499504565,239552,2025-05-16,AAPZR, 5.00,2
63873,6:00p,499504560,239552,2025-05-16,AAPZR, 7.00,1
63874,9:30p,499504563,239552,2025-05-16,AAPZR, 7.00,2
63875,10:00a,499497203,237177,2025-05-16,AAMXQ, 5.00,4
63876,12:20p,499497188,237177,2025-05-16,AAMXQ, 5.00,2
63877,4:00p,499497187,237177,2025-05-16,AAMXQ, 5.00,1
63878,6:20p,499497199,237177,2025-05-16,AAMXQ, 7.00,4
63879,7:00p,499497185,237177,2025-05-16,AAMXQ, 7.00,1
63880,8:30p,499497195,237177,2025-05-16,AAMXQ, 7.00,2
63881,10:00p,499497186,237177,2025-05-16,AAMXQ, 7.00,1
63882,11:00a,499497198,240066,2025-05-16,AAMXQ, 5.00,3
63883,1:30p,499497197,240066,2025-05-16,AAMXQ, 5.00,3
63884,4:00p,499497196,240066,2025-05-16,AAMXQ, 5.00,3
63885,6:40p,499497194,240066,2025-05-16,AAMXQ, 7.00,3
63886,3:20p,499497201,235561,2025-05-16,AAMXQ, 5.00,4
63887,9:20p,499497200,235561,2025-05-16,AAMXQ, 7.00,4
63888,12:50p,499497202,239393,2025-05-16,AAMXQ, 5.00,4
63889,11:00a,499497193,216995,2025-05-16,AAMXQ, 5.00,1
63890,1:30p,499497192,216995,2025-05-16,AAMXQ, 5.00,1
63891,3:20p,499497191,216995,2025-05-16,AAMXQ, 5.00,2
63892,6:00p,499497189,216995,2025-05-16,AAMXQ, 7.00,2
63893,9:30p,499497190,216995,2025-05-16,AAMXQ, 7.00,3
63894,6:00p,497690619,239450,2025-05-16,AAYXT,10.50,2
63895,5:30p,497690617,239228,2025-05-16,AAYXT, 8.50,1
63896,7:30p,497690618,239228,2025-05-16,AAYXT,10.50,1
63897,4:30p,499298431,239402,2025-05-16,AAGWJ, 7.00,1
63898,7:15p,499298432,239402,2025-05-16,AAGWJ, 9.00,1
63899,4:15p,499298429,237177,2025-05-16,AAGWJ, 7.00,2
63900,7:10p,499298428,237177,2025-05-16,AAGWJ, 9.00,2
63901,4:25p,499298427,216995,2025-05-16,AAGWJ, 7.00,3
63902,7:00p,499298430,216995,2025-05-16,AAGWJ, 9.00,3
63903,11:00a,499124202,239402,2025-05-16,AAVZU,11.00,8
63904,12:00p,499729450,239402,2025-05-16,AAVZU,11.00,2
