time,showId,movieId,date,theaterId,price,auditorium
7:15p,498059979,238603,2025-05-23,AAUSE,20.49,10
10:00p,498059978,238603,2025-05-23,AAUSE,20.49,10
9:00a,498059973,238603,2025-05-23,AAUSE,12.29,8
9:45a,498059985,238603,2025-05-23,AAUSE,12.29,13
11:45a,498059970,238603,2025-05-23,AAUSE,12.29,8
2:30p,498059971,238603,2025-05-23,AAUSE,12.29,8
5:15p,498059972,238603,2025-05-23,AAUSE,16.49,8
6:00p,498059981,238603,2025-05-23,AAUSE,16.49,13
8:00p,498059975,238603,2025-05-23,AAUSE,16.49,8
9:00p,498059982,238603,2025-05-23,AAUSE,16.49,13
10:45p,498059974,238603,2025-05-23,AAUSE,16.49,8
12:30p,498059983,238603,2025-05-23,AAUSE,12.29,13
3:15p,498059984,238603,2025-05-23,AAUSE,12.29,13
10:15a,498059987,238603,2025-05-23,AAUSE,17.79,16
1:00p,498059989,238603,2025-05-23,AAUSE,17.79,16
3:45p,498059986,238603,2025-05-23,AAUSE,17.79,16
6:30p,498059988,238603,2025-05-23,AAUSE,21.99,16
10:00a,496956299,238655,2025-05-23,AAUSE,17.29,1
2:00p,496956296,238655,2025-05-23,AAUSE,17.29,1
6:00p,496956297,238655,2025-05-23,AAUSE,21.49,1
10:00p,496956298,238655,2025-05-23,AAUSE,21.49,1
11:00a,496956300,238655,2025-05-23,AAUSE,12.29,7
12:00p,496956304,238655,2025-05-23,AAUSE,12.29,9
3:00p,496956301,238655,2025-05-23,AAUSE,12.29,7
7:00p,496956302,238655,2025-05-23,AAUSE,16.49,7
8:00p,496956306,238655,2025-05-23,AAUSE,16.49,9
11:00p,496956303,238655,2025-05-23,AAUSE,16.49,7
4:00p,496956305,238655,2025-05-23,AAUSE,16.49,9
9:15p,496956307,238655,2025-05-23,AAUSE,21.99,16
6:15p,493848285,239571,2025-05-23,AAUSE,14.99,2
3:25p,493848286,239571,2025-05-23,AAUSE,11.19,2
1:30p,497363207,239402,2025-05-23,AAUSE,12.29,4
4:15p,497363208,239402,2025-05-23,AAUSE,16.49,4
11:15a,497998608,238603,2025-05-23,AANJY, 9.69,5
2:15p,497998609,238603,2025-05-23,AANJY, 9.69,5
5:15p,497998610,238603,2025-05-23,AANJY,11.99,5
8:15p,497998611,238603,2025-05-23,AANJY,11.99,5
12:20p,497985171,238603,2025-05-23,AANJY,12.19,12
3:20p,497985170,238603,2025-05-23,AANJY,12.19,12
6:20p,497985169,238603,2025-05-23,AANJY,14.49,12
10:00a,497998604,238603,2025-05-23,AANJY, 6.69,2
10:30a,497998617,238603,2025-05-23,AANJY, 6.69,14
1:30p,497998616,238603,2025-05-23,AANJY, 6.69,14
4:30p,497998615,238603,2025-05-23,AANJY, 8.99,14
7:30p,497998614,238603,2025-05-23,AANJY, 8.99,14
9:30p,497998607,238603,2025-05-23,AANJY, 8.99,4
10:30p,497998613,238603,2025-05-23,AANJY, 8.99,14
11:00p,497998612,238603,2025-05-23,AANJY, 8.99,5
10:00a,496813308,238655,2025-05-23,AANJY,12.19,13
2:00p,496813309,238655,2025-05-23,AANJY,12.19,13
6:00p,496813310,238655,2025-05-23,AANJY,14.49,13
10:00p,496813311,238655,2025-05-23,AANJY,14.49,13
11:00a,496813303,238655,2025-05-23,AANJY, 6.69,9
1:40p,497998605,238655,2025-05-23,AANJY, 6.69,4
3:00p,496813302,238655,2025-05-23,AANJY, 6.69,9
5:30p,497998606,238655,2025-05-23,AANJY, 8.99,4
7:00p,496813301,238655,2025-05-23,AANJY, 8.99,9
8:00p,496834270,238655,2025-05-23,AANJY, 8.99,6
11:00p,496834271,238655,2025-05-23,AANJY, 8.99,9
9:15p,496813307,238655,2025-05-23,AANJY,14.49,12
7:45p,497683062,239402,2025-05-23,AANJY, 8.99,3
10:30p,497683061,239402,2025-05-23,AANJY, 8.99,3
10:00a,497975315,238603,2025-05-23,AAFXQ,18.39,4
12:00p,497975324,238603,2025-05-23,AAFXQ,18.39,13
12:45p,497975317,238603,2025-05-23,AAFXQ,18.39,4
2:45p,497975325,238603,2025-05-23,AAFXQ,18.39,13
3:30p,497975318,238603,2025-05-23,AAFXQ,18.39,4
5:30p,497975326,238603,2025-05-23,AAFXQ,22.99,13
6:15p,497975319,238603,2025-05-23,AAFXQ,22.99,4
8:15p,497975327,238603,2025-05-23,AAFXQ,22.99,13
9:00p,497975316,238603,2025-05-23,AAFXQ,22.99,4
10:45a,497975310,238603,2025-05-23,AAFXQ,13.89,1
11:30a,497975323,238603,2025-05-23,AAFXQ,13.89,12
1:30p,497975311,238603,2025-05-23,AAFXQ,13.89,1
4:15p,497975312,238603,2025-05-23,AAFXQ,18.49,1
5:00p,497975321,238603,2025-05-23,AAFXQ,18.49,12
7:00p,497975313,238603,2025-05-23,AAFXQ,18.49,1
7:45p,497975320,238603,2025-05-23,AAFXQ,18.49,12
9:45p,497975314,238603,2025-05-23,AAFXQ,18.49,1
2:15p,497975322,238603,2025-05-23,AAFXQ,13.89,12
10:00a,496977851,238655,2025-05-23,AAFXQ,13.89,3
11:00a,496977857,238655,2025-05-23,AAFXQ,13.89,15
12:00p,496977848,238655,2025-05-23,AAFXQ,13.89,2
2:45p,496977858,238655,2025-05-23,AAFXQ,13.89,15
4:00p,496977849,238655,2025-05-23,AAFXQ,18.49,2
5:30p,496977853,238655,2025-05-23,AAFXQ,18.49,3
6:25p,496977859,238655,2025-05-23,AAFXQ,18.49,15
7:45p,496977850,238655,2025-05-23,AAFXQ,18.49,2
8:30p,496977855,238655,2025-05-23,AAFXQ,18.49,11
9:15p,496977854,238655,2025-05-23,AAFXQ,18.49,3
10:00p,496977856,238655,2025-05-23,AAFXQ,18.49,15
1:45p,496977852,238655,2025-05-23,AAFXQ,13.89,3
10:20a,499204202,239571,2025-05-23,AAFXQ,12.39,6
4:00p,499204204,239571,2025-05-23,AAFXQ,16.49,6
6:45p,499204205,239571,2025-05-23,AAFXQ,16.49,6
9:30p,499204206,239571,2025-05-23,AAFXQ,16.49,6
1:15p,499204203,239571,2025-05-23,AAFXQ,12.39,6
9:00a,499828470,239069,2025-05-23,AAFXQ,12.39,10
11:30a,499828471,239069,2025-05-23,AAFXQ,12.39,10
4:30p,499828473,239069,2025-05-23,AAFXQ,16.49,10
6:50p,499828474,239069,2025-05-23,AAFXQ,16.49,10
9:15p,499828475,239069,2025-05-23,AAFXQ,16.49,10
2:00p,499828472,239069,2025-05-23,AAFXQ,12.39,10
10:00a,497990274,238603,2025-05-23,AAWTZ,20.89,4
12:45p,497990273,238603,2025-05-23,AAWTZ,20.89,4
3:30p,497990272,238603,2025-05-23,AAWTZ,20.89,4
