time,showId,movieId,date,theaterId,price,auditorium
6:15p,497935218,238603,2025-05-23,AANKM,23.45,8
10:00a,497935225,238603,2025-05-23,AANKM,13.10,11
10:00a,496823513,238655,2025-05-23,AANKM,18.97,9
2:00p,496823514,238655,2025-05-23,AANKM,18.97,9
6:00p,496823515,238655,2025-05-23,AANKM,23.45,9
10:00p,496823516,238655,2025-05-23,AANKM,23.45,9
9:15p,496823512,238655,2025-05-23,AANKM,23.45,8
11:00a,496823517,238655,2025-05-23,AANKM,13.10,10
3:00p,496823518,238655,2025-05-23,AANKM,13.10,10
7:00p,496823519,238655,2025-05-23,AANKM,17.58,10
11:00p,496823520,238655,2025-05-23,AANKM,17.58,10
4:00p,493376642,239571,2025-05-23,AANKM,15.98,1
7:00p,493376643,239571,2025-05-23,AANKM,15.98,1
10:55a,497886058,239402,2025-05-23,AANKM,13.10,16
1:50p,497886057,239402,2025-05-23,AANKM,13.10,16
4:50p,497886056,239402,2025-05-23,AANKM,17.58,16
7:50p,497886054,239402,2025-05-23,AANKM,17.58,16
10:50p,497886055,239402,2025-05-23,AANKM,17.58,16
2:30p,498892926,239504,2025-05-23,AANKM,11.93,12
5:15p,498892928,239504,2025-05-23,AANKM,15.98,12
8:00p,498892925,239504,2025-05-23,AANKM,15.98,12
10:45p,498892924,239504,2025-05-23,AANKM,15.98,12
11:45a,498892927,239504,2025-05-23,AANKM,11.93,12
12:00p,497943936,238603,2025-05-23,AACZO,17.80,5
2:35p,497943937,238603,2025-05-23,AACZO,17.80,5
5:10p,497943938,238603,2025-05-23,AACZO,22.38,5
7:45p,497943939,238603,2025-05-23,AACZO,22.38,5
10:20p,497943940,238603,2025-05-23,AACZO,22.38,5
11:30a,497943933,238603,2025-05-23,AACZO,13.53,4
1:00p,497943929,238603,2025-05-23,AACZO,13.53,1
2:05p,497943934,238603,2025-05-23,AACZO,13.53,4
3:35p,497943930,238603,2025-05-23,AACZO,13.53,1
4:45p,497943935,238603,2025-05-23,AACZO,18.12,4
6:10p,497943931,238603,2025-05-23,AACZO,18.12,1
7:15p,497943941,238603,2025-05-23,AACZO,18.12,8
8:45p,497943932,238603,2025-05-23,AACZO,18.12,1
9:50p,498984151,238603,2025-05-23,AACZO,18.12,8
11:50a,497124721,238655,2025-05-23,AACZO,13.53,3
2:05p,497082545,238655,2025-05-23,AACZO,13.53,6
3:25p,497124720,238655,2025-05-23,AACZO,13.53,3
7:00p,497124719,238655,2025-05-23,AACZO,18.12,3
8:35p,497082547,238655,2025-05-23,AACZO,18.12,6
10:35p,497124718,238655,2025-05-23,AACZO,18.12,3
7:40p,497598064,239402,2025-05-23,AACZO,18.12,4
10:15p,497598063,239402,2025-05-23,AACZO,18.12,4
5:40p,497082546,237177,2025-05-23,AACZO,18.12,6
12:45p,498058780,238603,2025-05-23,AAHRP,16.20,5
2:45p,498058792,238603,2025-05-23,AAHRP,16.20,9
5:30p,498058791,238603,2025-05-23,AAHRP,20.25,9
6:15p,498058778,238603,2025-05-23,AAHRP,20.25,5
8:15p,498058790,238603,2025-05-23,AAHRP,20.25,9
1:30p,498058789,238603,2025-05-23,AAHRP,11.93,8
2:00p,498058782,238603,2025-05-23,AAHRP,11.93,7
3:30p,498058779,238603,2025-05-23,AAHRP,11.93,5
4:15p,498058788,238603,2025-05-23,AAHRP,15.98,8
4:45p,498058783,238603,2025-05-23,AAHRP,15.98,7
7:00p,498058787,238603,2025-05-23,AAHRP,15.98,8
7:30p,498058784,238603,2025-05-23,AAHRP,15.98,7
9:00p,498058781,238603,2025-05-23,AAHRP,15.98,5
9:45p,498058786,238603,2025-05-23,AAHRP,15.98,8
10:15p,498058785,238603,2025-05-23,AAHRP,15.98,7
12:45p,496948426,238655,2025-05-23,AAHRP,11.93,4
1:30p,496948422,238655,2025-05-23,AAHRP,11.93,2
3:15p,496948424,238655,2025-05-23,AAHRP,11.93,3
4:30p,496948427,238655,2025-05-23,AAHRP,15.98,4
5:15p,496948421,238655,2025-05-23,AAHRP,15.98,2
6:15p,496948429,238655,2025-05-23,AAHRP,15.98,10
7:00p,496948423,238655,2025-05-23,AAHRP,15.98,3
8:15p,496948425,238655,2025-05-23,AAHRP,15.98,4
9:15p,496948428,238655,2025-05-23,AAHRP,15.98,6
10:00p,496948430,238655,2025-05-23,AAHRP,15.98,10
7:45p,498015348,239402,2025-05-23,AAHRP,15.98,1
9:00p,498015349,239402,2025-05-23,AAHRP,15.98,2
10:15a,499196144,238603,2025-05-23,AABPL,16.20,2
11:30a,499196143,238603,2025-05-23,AABPL,16.20,1
1:00p,499196145,238603,2025-05-23,AABPL,16.20,2
2:15p,497942908,238603,2025-05-23,AABPL,16.20,1
3:45p,497942910,238603,2025-05-23,AABPL,16.20,2
5:00p,497942907,238603,2025-05-23,AABPL,20.25,1
6:30p,497942911,238603,2025-05-23,AABPL,20.25,2
7:00p,497942917,238603,2025-05-23,AABPL,20.25,10
9:15p,497942909,238603,2025-05-23,AABPL,20.25,2
9:45p,497942918,238603,2025-05-23,AABPL,20.25,10
9:15a,499196146,238603,2025-05-23,AABPL,11.93,3
9:45a,499196152,238603,2025-05-23,AABPL,11.93,12
12:00p,499196147,238603,2025-05-23,AABPL,11.93,3
12:30p,499196151,238603,2025-05-23,AABPL,11.93,12
2:45p,497942912,238603,2025-05-23,AABPL,11.93,3
3:15p,497942920,238603,2025-05-23,AABPL,11.93,12
5:30p,497942913,238603,2025-05-23,AABPL,15.98,3
6:00p,497942919,238603,2025-05-23,AABPL,15.98,12
7:30p,497942916,238603,2025-05-23,AABPL,15.98,9
8:15p,497942914,238603,2025-05-23,AABPL,15.98,3
10:15p,497942915,238603,2025-05-23,AABPL,15.98,9
9:30a,499196148,238655,2025-05-23,AABPL,11.93,7
10:45a,499196150,238655,2025-05-23,AABPL,11.93,11
11:30a,499196149,238655,2025-05-23,AABPL,11.93,10
1:30p,496899590,238655,2025-05-23,AABPL,11.93,7
2:30p,496899587,238655,2025-05-23,AABPL,11.93,11
3:15p,496899584,238655,2025-05-23,AABPL,11.93,10
5:15p,496899589,238655,2025-05-23,AABPL,15.98,7
6:15p,496899586,238655,2025-05-23,AABPL,15.98,11
7:45p,496899583,238655,2025-05-23,AABPL,15.98,1
9:00p,496899588,238655,2025-05-23,AABPL,15.98,12
10:00p,496899585,238655,2025-05-23,AABPL,15.98,11
7:15p,497622131,239402,2025-05-23,AABPL,15.98,6
10:00p,497622130,239402,2025-05-23,AABPL,15.98,6
9:15a,499043252,238603,2025-05-23,AABPS,16.62,15
10:45a,498035946,238603,2025-05-23,AABPS,16.62,1
12:00p,498035964,238603,2025-05-23,AABPS,16.62,15
1:30p,498035947,238603,2025-05-23,AABPS,16.62,1
2:45p,498035965,238603,2025-05-23,AABPS,16.62,15
4:15p,498035948,238603,2025-05-23,AABPS,20.78,1
5:30p,498035966,238603,2025-05-23,AABPS,20.78,15
7:00p,498035949,238603,2025-05-23,AABPS,20.78,1
8:15p,498035967,238603,2025-05-23,AABPS,20.78,15
9:45p,498035950,238603,2025-05-23,AABPS,20.78,1
11:00p,499043253,238603,2025-05-23,AABPS,20.78,15
10:15a,498035954,238603,2025-05-23,AABPS,18.22,2
1:00p,498035953,238603,2025-05-23,AABPS,18.22,2
3:45p,498035952,238603,2025-05-23,AABPS,18.22,2
6:30p,498035951,238603,2025-05-23,AABPS,22.38,2
9:45a,499043251,238603,2025-05-23,AABPS,12.36,13
11:30a,498035955,238603,2025-05-23,AABPS,12.36,8
2:15p,498035956,238603,2025-05-23,AABPS,12.36,8
3:15p,498035962,238603,2025-05-23,AABPS,12.36,13
5:00p,498035957,238603,2025-05-23,AABPS,16.52,8
7:45p,498035958,238603,2025-05-23,AABPS,16.52,8
8:45p,498035960,238603,2025-05-23,AABPS,16.52,13
10:30p,498035959,238603,2025-05-23,AABPS,16.52,8
6:00p,498035961,238603,2025-05-23,AABPS,16.52,13
12:30p,498035963,238603,2025-05-23,AABPS,12.36,13
10:00a,496902997,238655,2025-05-23,AABPS,17.69,14
2:00p,496902998,238655,2025-05-23,AABPS,17.69,14
6:00p,496902999,238655,2025-05-23,AABPS,21.85,14
10:00p,496903000,238655,2025-05-23,AABPS,21.85,14
11:30a,496893805,238655,2025-05-23,AABPS,12.36,12
3:15p,496893804,238655,2025-05-23,AABPS,12.36,12
4:15p,496893799,238655,2025-05-23,AABPS,16.52,5
7:00p,496893802,238655,2025-05-23,AABPS,16.52,12
8:00p,496893798,238655,2025-05-23,AABPS,16.52,5
10:45p,496893803,238655,2025-05-23,AABPS,16.52,12
12:30p,496893800,238655,2025-05-23,AABPS,12.36,5
9:15p,496893801,238655,2025-05-23,AABPS,22.38,2
4:15p,493190762,239571,2025-05-23,AABPS,14.92,3
7:00p,493190763,239571,2025-05-23,AABPS,14.92,3
7:30p,497714495,239402,2025-05-23,AABPS,16.52,4
10:15p,497714496,239402,2025-05-23,AABPS,16.52,4
12:15p,498099631,238603,2025-05-23,AABTZ,17.37,6
3:00p,498099630,238603,2025-05-23,AABTZ,17.37,6
6:00p,498099629,238603,2025-05-23,AABTZ,21.85,6
8:45p,498099628,238603,2025-05-23,AABTZ,21.85,6
10:45a,498099639,238603,2025-05-23,AABTZ,17.37,10
1:30p,498099638,238603,2025-05-23,AABTZ,17.37,10
4:15p,498099637,238603,2025-05-23,AABTZ,24.51,10
7:00p,498099640,238603,2025-05-23,AABTZ,24.51,10
9:45p,498099641,238603,2025-05-23,AABTZ,24.51,10
11:30a,498099636,238603,2025-05-23,AABTZ,13.10,8
1:00p,498099627,238603,2025-05-23,AABTZ,13.10,4
2:15p,498099635,238603,2025-05-23,AABTZ,13.10,8
3:45p,498099626,238603,2025-05-23,AABTZ,13.10,4
5:00p,498099634,238603,2025-05-23,AABTZ,17.58,8
6:30p,498099624,238603,2025-05-23,AABTZ,17.58,4
7:45p,498099632,238603,2025-05-23,AABTZ,17.58,8
9:15p,498099625,238603,2025-05-23,AABTZ,17.58,4
10:30p,498099633,238603,2025-05-23,AABTZ,17.58,8
11:45a,496938080,238655,2025-05-23,AABTZ,13.10,5
12:45p,496938077,238655,2025-05-23,AABTZ,13.10,2
3:30p,496938079,238655,2025-05-23,AABTZ,13.10,5
4:30p,496938076,238655,2025-05-23,AABTZ,17.58,2
7:15p,496938078,238655,2025-05-23,AABTZ,17.58,5
8:15p,496938075,238655,2025-05-23,AABTZ,17.58,2
11:00p,496938081,238655,2025-05-23,AABTZ,17.58,5
10:30a,499621185,238655,2025-05-23,AABTZ,13.10,9
2:30p,496938084,238655,2025-05-23,AABTZ,13.10,9
6:15p,496938083,238655,2025-05-23,AABTZ,20.25,9
10:00p,496938082,238655,2025-05-23,AABTZ,20.25,9
8:30p,497502596,239402,2025-05-23,AABTZ,20.25,11
11:15p,497502597,239402,2025-05-23,AABTZ,20.25,11
8:00p,498069709,238603,2025-05-23,AAPYT,20.78,4
8:30p,498069713,238603,2025-05-23,AAPYT,20.78,6
10:10a,498069712,238603,2025-05-23,AAPYT,16.62,5
11:40a,498069716,238603,2025-05-23,AAPYT,16.62,6
1:00p,498069711,238603,2025-05-23,AAPYT,16.62,5
2:30p,498069715,238603,2025-05-23,AAPYT,16.62,6
5:00p,498069710,238603,2025-05-23,AAPYT,20.78,4
5:30p,498069714,238603,2025-05-23,AAPYT,20.78,6
11:00a,498069704,238603,2025-05-23,AAPYT,12.36,2
1:45p,498069705,238603,2025-05-23,AAPYT,12.36,2
4:45p,498069706,238603,2025-05-23,AAPYT,16.52,2
7:45p,498069707,238603,2025-05-23,AAPYT,16.52,2
10:40p,498069708,238603,2025-05-23,AAPYT,16.52,2
7:30p,498069718,238603,2025-05-23,AAPYT,16.52,9
10:20p,498069717,238603,2025-05-23,AAPYT,16.52,9
10:30a,498069721,238603,2025-05-23,AAPYT,12.36,9
1:30p,498069720,238603,2025-05-23,AAPYT,12.36,9
4:30p,498069719,238603,2025-05-23,AAPYT,16.52,9
6:25p,498069722,238603,2025-05-23,AAPYT,22.38,10
9:50a,498069725,238603,2025-05-23,AAPYT,18.22,10
12:40p,498069724,238603,2025-05-23,AAPYT,18.22,10
3:30p,498069723,238603,2025-05-23,AAPYT,18.22,10
10:00a,496906014,238655,2025-05-23,AAPYT,18.22,11
2:00p,496906015,238655,2025-05-23,AAPYT,18.22,11
6:00p,496906016,238655,2025-05-23,AAPYT,22.38,11
10:00p,496906017,238655,2025-05-23,AAPYT,22.38,11
9:15p,496906013,238655,2025-05-23,AAPYT,22.38,10
7:00p,496906018,238655,2025-05-23,AAPYT,16.52,12
10:50p,496906019,238655,2025-05-23,AAPYT,16.52,12
3:10p,496906020,238655,2025-05-23,AAPYT,12.36,12
11:20a,496906021,238655,2025-05-23,AAPYT,12.36,12
6:50p,493191518,239571,2025-05-23,AAPYT,14.92,14
